Time,True-Roll,True-Pitch,True-Yaw,Acc-X,Acc-Y,Acc-Z,Gyro-X,Gyro-Y,Gyro-Z,Acc-X-True,Acc-Y-True,Acc-Z-True,Gyro-X-True,Gyro-Y-True,Gyro-Z-True
0.31,0.03870989361017205,0.14364324689364333,0.031,-1.084332325136506,0.5085080906350962,9.800443852935803,0.1562879574389211,-0.08097695297202782,0.12469981859298888,-1.2144098128896088,0.65326239334569,9.701693838487286,0.12328665928682432,-0.04071855697725113,0.10000000000000009
0.32,0.039941996102881405,0.14322968171199643,0.032,-1.0159247716902733,0.5266269016806945,9.884545444464528,0.16869966809319673,-0.04881111719020399,0.10419519589024087,-1.2045971164864322,0.663785136205292,9.70180300187116,0.123131407190211,-0.04199264258959168,0.10000000000000009
0.33,0.04117252175397627,0.1428033940418515,0.033,-1.1397701950703212,0.6357079980581541,9.887879740724747,0.16117336314042383,-0.032298359651440484,0.1367934193910164,-1.1946915447321207,0.6742504882873317,9.701914099243433,0.12297129407647621,-0.04326299817261209,0.10000000000000009
0.34,0.04240142198441093,0.1423644217485442,0.034,-1.0380817149844355,0.45022794242295466,9.998578196136473,0.14961853840382144,-0.0745345306335705,0.08785969004958352,-1.1846943539104131,0.684658246449332,9.702026992202413,0.1228063262666123,-0.044529510885985,0.10000000000000009
0.35000000000000003,0.04362864827930851,0.1419128038241318,0.035,-0.9936173996155965,0.49522502371372984,9.837355831332697,0.15638667997816483,-0.04255801764470546,0.10328702698255487,-1.1746068057795909,0.6950082136908453,9.702141538873065,0.12263651027326523,-0.04579206823072529,0.09999999999999974
0.36,0.044854152189876234,0.14144858038392968,0.036,-1.0121659264974985,0.6903184297322476,9.87166238672877,0.12943326296936467,-0.06158195830993168,0.0974628702054058,-1.1644301674157118,0.7053001991046424,9.702257593975968,0.12246185280048033,-0.04705055805919317,0.09999999999999974
0.37,0.04607788533531812,0.14097179266294793,0.037,-0.8968145490376452,0.5190589666191948,9.708313075875532,0.15398520592229029,-0.08337879829284241,0.11954892572635863,-1.1541657110560863,0.7155340178277572,9.702375008897997,0.12228236074343507,-0.048304868585041794,0.10000000000000044
0.38,0.047299799404744935,0.14048248301222885,0.038000000000000006,-0.932489390514788,0.47776662023983196,10.0340635788241,0.1270787293320418,-0.08159698976724225,0.07201905493751302,-1.1438147139430126,0.725709490992409,9.702493631764682,0.12209804118816815,-0.049554888393156526,0.10000000000000044
0.39,0.04851984615908148,0.1399806948950848,0.03900000000000001,-0.9857420984421015,0.784032654008817,9.81051670471481,0.13618384219931698,-0.06563491773718427,0.08395861817958755,-1.1333784581677626,0.735826445676828,9.702613307514197,0.12190890141130124,-0.050800506449558136,0.10000000000000009
0.4,0.04973797743297096,0.13946647288323769,0.04000000000000001,-0.9564972473030666,0.5321939488574194,9.92383039806525,0.09521142968132992,-0.07300710666357463,0.1039064122346047,-1.1228582305148445,0.7458847148560088,9.702733877972962,0.12171494887974754,-0.052041612111240754,0.10000000000000009
0.41000000000000003,0.05095414513667643,0.13893986265285999,0.04100000000000001,-0.9409780738388114,0.6690151921438197,9.891876662134065,0.14734972918738784,-0.08783472474199763,0.12891343231176475,-1.112255322306543,0.7558841373524188,9.702855181932849,0.12151619125042139,-0.05327809513602233,0.09999999999999974
0.42,0.05216830125797939,0.13840091098051724,0.042,-0.9226735928903526,0.669186578400166,9.89237073583128,0.13139993034128547,-0.09485666675523474,0.1091400009979297,-1.1015710292477394,0.7658245577866798,9.702977055229896,0.12131263636993399,-0.054509845692339576,0.09999999999999974
0.43,0.05338039786407511,0.1378496657390132,0.043000000000000003,-1.0907292985542756,0.44714010296328505,9.965190610533098,0.1575593767711596,-0.0835282698670598,0.0854252311719606,-1.0908066512710317,0.7757058265282533,9.70309933082457,0.1211042922742829,-0.05573675436898046,0.10000000000000009
0.44,0.054590387103465046,0.13728617589313763,0.044000000000000004,-0.9590179073875015,0.6609005719878347,10.033305732392412,0.146570600881813,-0.06905852621688117,0.08767302103025137,-1.0799634923821524,0.7855277996461458,9.703221838883499,0.12089116718853737,-0.05695871218482085,0.10000000000000009
0.45,0.05579822120784586,0.13671049149531678,0.045000000000000005,-1.0411803628999505,0.727138279720766,9.919524735626409,0.1570698268822463,-0.07322624872600615,0.1306033333942847,-1.0690428605056927,0.7952903388596597,9.70334440686263,0.12067326952650906,-0.05817561059850568,0.10000000000000009
0.46,0.05700385249399523,0.13612266368116752,0.046000000000000006,-0.8083524512557971,0.7280820785970623,9.95216139610529,0.12353004477573779,-0.08214377031153032,0.09627286395568657,-1.058046067331142,0.80499331148921,9.703466859591826,0.12045060789042522,-0.05938734151807734,0.10000000000000009
0.47000000000000003,0.058207233365654365,0.13552274466495523,0.04700000000000001,-0.9031041067266156,0.7800547784632933,9.926373271260532,0.15514522842842368,-0.0728259144652438,0.09158433778717966,-1.0469744281592497,0.8146365904072309,9.703589019360814,0.12022319107058803,-0.060593797310593,0.09999999999999974
0.48,0.05940831631540699,0.13491078773495566,0.048,-0.9022983718959627,0.6871391050203116,9.98034919817161,0.17098885247921472,-0.06129326507848443,0.12775010323617234,-1.0358292617487097,0.8242200539891869,9.703710706006483,0.11999102804502136,-0.061794870811673897,0.09999999999999974
0.49,0.06060705392655479,0.13428684724872175,0.049,-0.8051903943864925,0.7851842392212627,9.862331389566467,0.15062302668445104,-0.07233902408075756,0.12073303167732909,-1.0246118901631838,0.8337435860647133,9.703831737001464,0.11975412797912456,-0.06299045533502412,0.10000000000000009
0.5,0.06180339887498948,0.13365097862825517,0.05,-0.8316094527582876,0.682847496421174,9.984836110099645,0.15074939797666387,-0.08119787979127635,0.12468202763064035,-1.013323638618656,0.8432070758689064,9.703951927544,0.11951250022530814,-0.0641804446819133,0.10000000000000009
0.51,0.06299730393106096,0.1330032383550835,0.051000000000000004,-0.9440961407199346,0.6348528431527241,9.987049666685104,0.14125412280334457,-0.06657111407590449,0.09153599764538949,-1.0019658353311374,0.852610417993774,9.704071090649009,0.11926615432262117,-0.06536473315060937,0.10000000000000009
0.52,0.0641887219614419,0.132343683965243,0.052000000000000005,-0.8461860100942203,0.6536888936782598,9.983739281222075,0.13055754195716754,-0.09616253337427777,0.08293464959569295,-0.990539811364715,0.8619535123398745,9.70418903724034,0.11901509999637724,-0.06654321554576126,0.10000000000000009
0.53,0.0653776059309885,0.13167237404416826,0.053000000000000005,-0.8551774744567524,0.6488463973751779,9.845228114748114,0.14950947841485093,-0.08616294749950716,0.10778040974745443,-0.9790469004799596,0.8712362640681545,9.704305576244188,0.1187593471577715,-0.06771578718774846,0.10000000000000009
0.54,0.06656390890459733,0.13098936822148802,0.054000000000000006,-0.9552096906108448,0.8549837483876072,9.885651247964718,0.11518335027722762,-0.08701916174652813,0.11088164614546596,-0.9674884389826859,0.8804585835520068,9.704420514683603,0.11849890590348924,-0.06888234392197906,0.10000000000000009
0.55,0.06774758404905828,0.13029472716572868,0.05500000000000001,-0.8588337038447986,0.6630348531691745,9.920285553879232,0.13122737297293782,-0.10378174647733585,0.11149031639669583,-0.955865765573084,0.8896203863295596,9.704533657774054,0.11823378651530381,-0.07004278212813658,0.10000000000000009
0.56,0.06892858463490341,0.12958851257892529,0.05600000000000001,-0.8068546746852695,0.8144713117081032,9.790682468006834,0.11057244377199857,-0.09267622002880926,0.12825927899086942,-0.9441802211952113,0.8987215930562171,9.704644809020037,0.11796399945967623,-0.07119699872939061,0.10000000000000009
0.5700000000000001,0.07010686403825181,0.12887078719114087,0.05700000000000001,-0.7904362614199166,0.7802377036221975,10.02839356150746,0.12614587256394894,-0.11860236922999287,0.07997450283861192,-0.9324331488868627,0.9077621294574644,9.704753770312646,0.1176895553873368,-0.07234489120155063,0.0999999999999994
0.58,0.07128237574265014,0.12814161475489427,0.057999999999999996,-0.8877347547383727,0.8031067333454631,9.89993739578774,0.14613458262569118,-0.0600330347834301,0.11894571186138703,-0.9206258936298115,0.9167419262819498,9.704860342028102,0.11741046513286599,-0.07348635758216981,0.0999999999999994
0.59,0.07245507334090913,0.12740106003949747,0.059,-0.6637033686938582,0.9290615389771623,9.926457899741948,0.14391166477863,-0.10382570756978632,0.08962604209453527,-0.9087598022004371,0.9256609192548605,9.704964323127168,0.11712673971427182,-0.07462129647960031,0.10000000000000009
0.6,0.07362491053693558,0.12664918882530227,0.06,-0.7514556135215014,0.7928997382042895,9.856613609185587,0.13678299009233824,-0.06715874133196612,0.11905855103873936,-0.8968362230207321,0.9345190490316018,9.705065511255423,0.11683839033254789,-0.075749607082011,0.10000000000000009
0.61,0.07479184114756009,0.12588606789785725,0.061,-0.7278209332510636,0.8854758018403519,9.79743595169743,0.13821238808690375,-0.09160447440916843,0.09916470755150936,-0.8848565060096977,0.9433162611517936,9.70516370284436,0.11654542837123208,-0.07687118916632901,0.10000000000000009
0.62,0.07595581910436022,0.1251117650419757,0.062,-0.6862661071175838,0.8482161609560097,9.854511962259608,0.10699122725242076,-0.08491254030318751,0.09393512075475538,-0.8728220024351334,0.9520525059935939,9.705258693213224,0.11624786539596102,-0.07798594310714849,0.10000000000000009
0.63,0.07711679845547931,0.12432634903571428,0.063,-0.7707904480524379,0.8412782981776086,9.921318670361005,0.12934031908592664,-0.10183359754161045,0.0970204662616411,-0.8607340647658209,0.9607277387283646,9.70535027667163,0.11594571315401356,-0.07909376988557842,0.10000000000000009
0.64,0.0782747333674405,0.12352988964426412,0.064,-0.6588817579036836,1.0448057823477472,9.957917791247644,0.12449688024221958,-0.09243076660701546,0.08446576663227537,-0.8485940465241063,0.9693419192756816,9.705438246622808,0.11563898357384098,-0.0801945710980391,0.10000000000000009
0.65,0.07942957812695613,0.1227224576137535,0.065,-0.712180145670802,0.7531701482864235,9.91722468362622,0.12450014460415276,-0.08683502950668501,0.10688361075771867,-0.8364033021388831,0.9778950122587065,9.705522395667519,0.11532768876460209,-0.08128824896500159,0.10000000000000009
0.66,0.08058128714273254,0.12190412466496409,0.066,-0.7422426931827795,0.9789570391820347,9.932457189078733,0.14307650305010786,-0.08775745835069146,0.09458778920020125,-0.8241631867989859,0.9863869869599231,9.705602515708545,0.11501184101568446,-0.0823747063396732,0.10000000000000009
0.67,0.08172981494726982,0.12107496348696004,0.067,-0.6117911354442053,0.9378528991467404,9.878886842204128,0.12071030498941143,-0.08711665712524143,0.11803016137597624,-0.8118750563069872,0.9948178172772513,9.70567839805577,0.1146914527962152,-0.08345384671663014,0.10000000000000009
0.68,0.08287511619865684,0.12023504773063148,0.068,-0.5273759062028728,0.8544102137003718,9.94613530822142,0.1242805224459472,-0.1053478420953331,0.115977222602555,-0.7995402669334103,1.0031874816805384,9.705749833531709,0.11436653675457181,-0.0845255742403836,0.10000000000000009
0.6900000000000001,0.08401714568236125,0.11938445200215236,0.069,-0.575829587415185,1.0319412238404544,10.028981562769134,0.10166685362607064,-0.10799693908190865,0.13169486289110413,-0.7871601752713566,1.0114959631684433,9.70581661257753,0.1140371057178853,-0.08558979371389719,0.10000000000000009
0.7000000000000001,0.08515585831301455,0.11852325185635354,0.07,-0.5469828043923208,0.7631297851514938,9.967754003398841,0.12816627650324436,-0.12570155273596686,0.11190838296254614,-0.7747361380915535,1.019743249225714,9.705878525359498,0.11370317269152677,-0.08664641060704345,0.0999999999999994
0.71,0.08629120913619179,0.1176515237900115,0.071,-0.6493534409835012,0.8771080748691568,9.976950004800711,0.11595783643618404,-0.09498141530505093,0.11421984790745941,-0.7622695121978215,1.02792933178086,9.70593536187576,0.11336475085860151,-0.08769533106500124,0.0999999999999994
0.72,0.08742315333018658,0.11676934523505351,0.072,-0.7237775380916801,0.830058887888193,9.935274152324892,0.1333593835023444,-0.08751672498992394,0.12748346126817475,-0.7497616542829701,1.0360542071642367,9.705986912063473,0.11302185357942585,-0.08873646191659146,0.10000000000000009
0.73,0.0885516462077803,0.11587679455167967,0.073,-0.4641273503529817,0.970082468888401,9.789679223462539,0.11756853959825078,-0.08044521350690786,0.09711882312799625,-0.7372139207851218,1.0441178760665282,9.706032965906209,0.11267449439099353,-0.08976971068255235,0.10000000000000009
0.74,0.08967664321800645,0.11497395102140247,0.074,-0.4057046477375601,0.8544604151636392,9.82592672234959,0.1330541070733624,-0.10116298052069514,0.08420179864228564,-0.7246276677444683,1.0521203434976472,9.706073313541584,0.11232268700645254,-0.09079498558375171,0.10000000000000078
0.75,0.09079809994790936,0.11406089484000463,0.07500000000000001,-0.4329289293073947,0.9861562142654117,9.94484679590276,0.12864240271350488,-0.11823391651469473,0.10947823511354599,-0.712004250660464,1.0600616187460443,9.706107745369076,0.11196644531455621,-0.09181219554934492,0.10000000000000078
0.76,0.09191597212429757,0.11313770711041557,0.07600000000000001,-0.5712724237256026,0.9451558796017033,9.90687954785003,0.15569192078466268,-0.13320028233884487,0.08501842584644984,-0.6993450243494574,1.0679417153384312,9.706136052157976,0.11160578337911578,-0.09282125022486293,0.10000000000000009
0.77,0.09303021561549167,0.11220446983550737,0.07700000000000001,-0.623870155569258,0.9295869849563363,9.94231247557454,0.13769950793974384,-0.09322426105713041,0.14321434872011798,-0.6866513428027672,1.0757606509999227,9.706158025155458,0.11124071543844663,-0.09382205998023432,0.10000000000000009
0.78,0.0941407864330665,0.11126126591081088,0.07800000000000001,-0.6018832964496279,1.0074187956884713,10.039229206536772,0.10230630534730634,-0.13669010252944763,0.12815865482825184,-0.6739245590452045,1.0835184476145883,9.70617345619465,0.11087125590480765,-0.09481453591774908,0.10000000000000009
0.79,0.09524764073358782,0.11030817911715239,0.07900000000000001,-0.6383822976672607,0.961872183197829,9.964059327990494,0.11055710504284348,-0.11597557133569249,0.13885597492478385,-0.6611660249940483,1.0912151311864242,9.706182137802754,0.11049741936382806,-0.09579858987995779,0.10000000000000009
0.8,0.09635073482034306,0.10934529411321173,0.08000000000000002,-0.5002775687937961,0.9037919898409958,10.007194057296896,0.1300322461674166,-0.11515707666412613,0.10733319647834279,-0.6483770913184713,1.098850731800736,9.706183863309096,0.11011922057393153,-0.096774134457496,0.10000000000000009
0.81,0.09745002514506645,0.10837269642800247,0.08100000000000002,-0.3495493034611852,1.2213668718346584,9.913717734403276,0.11491533798755214,-0.11364081594126212,0.11462658630821561,-0.6355591072994304,1.106425283585933,9.706178426953084,0.10973667446576296,-0.09774108299685225,0.10000000000000009
0.8200000000000001,0.09854546830965832,0.10739047245327468,0.08200000000000002,-0.47696580935930666,0.9651438698787573,9.843318620326086,0.08396451695409843,-0.1131288291140947,0.09938902482724216,-0.6227134206900151,1.1139388246757354,9.706165623992026,0.10934979614158624,-0.09869934960806959,0.10000000000000009
0.8300000000000001,0.09963702106789818,0.10639870943584108,0.08300000000000002,-0.4281699419569564,0.8329002066506398,9.904164070551518,0.14835182417755777,-0.11243276097874337,0.11949940030790723,-0.6098413775762673,1.1213913971717826,9.706145250808797,0.10895860087469234,-0.09964884917236447,0.0999999999999994
0.84,0.10072464032715217,0.10539749546982739,0.084,-0.3272888053056733,0.9513651530805071,9.842865702435603,0.13849290130481381,-0.15171675995721798,0.08796890437625568,-0.5969443222384715,1.1287830471066487,9.706117105019217,0.10856310410880463,-0.10058949734969708,0.0999999999999994
0.85,0.10180828315007427,0.10438691948884714,0.085,-0.4572276962439175,0.925948601638192,10.031165655169309,0.13513390864783134,-0.11634791137906525,0.06818374867256721,-0.5840235970129208,1.1361138244072544,9.706080985579217,0.1081633214574558,-0.10152121058625632,0.10000000000000009
0.86,0.10288790675630129,0.10336707125810227,0.08600000000000001,-0.24867068047285867,1.1014669784960969,9.968762121591185,0.11773881487950368,-0.15086188882587892,0.094342487362621,-0.5710805421541678,1.1433837828586702,9.70603669289163,0.1077592687033814,-0.10244390612188375,0.10000000000000009
0.87,0.1039634685241419,0.10233804136640946,0.08700000000000001,-0.23924112331028338,1.0650754718497533,9.946094783578308,0.1329223892342828,-0.10728138553260083,0.08440946472789036,-0.5581164956977593,1.15059298006831,9.705984028912662,0.10735096179789322,-0.10335750199743018,0.10000000000000009
0.88,0.10503492599225915,0.10129992121815366,0.08800000000000001,-0.3963664487816145,1.077140997405883,10.004900419675467,0.11542984501599321,-0.1274709942116555,0.12829216228606968,-0.5451327933234624,1.157741477430504,9.705922797257903,0.1069384168602458,-0.10426191706202556,0.10000000000000009
0.89,0.10610223686134682,0.10025280302516895,0.08900000000000001,-0.4205083990822029,1.02228999416992,9.744481196962669,0.12862606637382554,-0.1522918803611245,0.1334380932625885,-0.5321307682189917,1.164829340091445,9.705852803307925,0.10652165017700915,-0.10515707098029403,0.10000000000000009
0.9,0.10716535899579933,0.09919677979854778,0.09000000000000001,-0.3040663236856187,1.0351352063442252,9.954220960989517,0.1113250048016751,-0.13313269356034305,0.08522355412140449,-0.5191117509442358,1.1718566369145038,9.705773854313348,0.10610067820141719,-0.1060428842394899,0.10000000000000009
0.91,0.10822425042537516,0.09813194534037915,0.09100000000000001,-0.3746024480890908,1.0337940327005135,9.802692270798035,0.14745485742263958,-0.13057917896422194,0.12572148730305138,-0.5060770692959938,1.1788234404459,9.705685759499366,0.1056755175527245,-0.10691927815655658,0.10000000000000009
0.92,0.10927886934685382,0.09705839423541665,0.09200000000000001,-0.4260767892346302,1.0632792358159568,9.906935850420437,0.10072522503250528,-0.10491420621689104,0.12050700089086008,-0.49302804817322843,1.185729826880726,9.70558833016968,0.10524618501554506,-0.10778617488511888,0.10000000000000009
0.93,0.11032917412568606,0.09597622184267678,0.09300000000000001,-0.21837655445387563,1.1435609318698137,9.883134879214964,0.14201187442871965,-0.12065454850540878,0.08271873223523357,-0.4799660094428374,1.1925758760293073,9.705481379809811,0.10481269753918887,-0.10864349742239973,0.10000000000000009
0.9400000000000001,0.1113751232976376,0.09488552428696866,0.09400000000000001,-0.20890010130051995,1.1091682697968186,9.963026793334631,0.12350466194137041,-0.1193829626146408,0.10068689131641445,-0.466892271805955,1.1993616712838981,9.705364724189689,0.10437507223700279,-0.10949116961605013,0.10000000000000009
0.9500000000000001,0.11241667557042612,0.09378639845035577,0.09500000000000001,-0.2826429306399577,1.1288651063728212,9.928804621966124,0.11510661267824807,-0.10759616292382837,0.09777338246578339,-0.4538081506647887,1.2060872995856948,9.705238181465576,0.10393332638568564,-0.11032911617092564,0.0999999999999994
0.96,0.11345378982535131,0.09267894196355014,0.096,-0.3827388546967675,1.1348636449497314,10.017814281303417,0.12429878218284501,-0.12760182406552797,0.11766920882103057,-0.44071495798999444,1.2127528513921584,9.70510157228116,0.10348747742460196,-0.11115726265576928,0.0999999999999994
0.97,0.11448642511891816,0.09156325319724039,0.097,-0.3674638196291732,1.1716705317758673,9.862755884223619,0.13230403617172384,-0.11567657726877743,0.08804401440521263,-0.4276140021886046,1.219358420644636,9.704954719867892,0.103037542955111,-0.11197553550982148,0.10000000000000009
0.98,0.11551454068445353,0.09043943125335371,0.098,-0.24705894675619028,1.1298199146049244,9.96837913842086,0.14133600320408343,-0.11766620713161405,0.10504123376305179,-0.4145065879725099,1.2259041047362722,9.704797450144428,0.10258354073985274,-0.11278386204935723,0.10000000000000009
